id,block,total,aCount,abCount,bCount,bcCount,cCount,dCount,fCount,letter
8892,"POLI SCI 316",1515,501,377,321,160,108,30,13,B
8893,"POLI SCI 320",95,49,32,5,1,2,0,0,A
8894,"POLI SCI 321",1311,288,357,386,110,98,35,26,B
8895,"POLI SCI 322",26,13,7,4,0,0,0,0,A
8896,"POLI SCI 323",156,80,49,12,3,0,1,0,A
8897,"POLI SCI 324",119,51,25,18,11,4,4,2,B
8898,"POLI SCI/INTL ST 325",14,7,6,0,1,0,0,0,A
8899,"POLI SCI/INTL ST 327",14,7,6,0,1,0,0,0,A
8900,"POLI SCI 328",106,45,46,11,2,1,0,0,A
8901,"POLI SCI 329",121,75,26,9,1,2,2,1,A
8902,"POLI SCI 330",151,30,43,46,16,14,0,1,B
8903,"POLI SCI 332",47,9,18,10,2,1,0,0,B
8904,"POLI SCI 334",254,58,68,70,21,11,1,1,B
8905,"POLI SCI 335",28,9,11,2,2,0,0,0,A
8906,"POLI SCI 336",28,9,11,2,2,0,0,0,A
8907,"POLI SCI 338",903,199,260,227,128,55,12,11,B
8908,"POLI SCI 339",1130,535,285,162,62,23,7,14,A
8909,"POLI SCI 340",270,55,84,62,32,19,1,5,B
8910,"POLI SCI/JEWISH 341",53,10,10,13,10,2,0,1,B
8911,"POLI SCI 343",190,145,30,9,2,0,0,0,A
8912,"POLI SCI 344",43,4,14,18,3,4,0,0,B
8913,"POLI SCI 345",195,69,53,28,19,8,6,4,B
8914,"POLI SCI 346",897,355,257,175,52,25,7,6,B
8915,"POLI SCI 347",671,222,195,138,51,33,7,11,B
8916,"POLI SCI 348",686,227,146,124,74,56,27,17,B
8917,"POLI SCI 349",1130,535,285,162,62,23,7,14,A
8918,"POLI SCI 350",210,86,74,27,10,3,0,0,A
8919,"POLI SCI 354",49,21,15,6,2,4,0,0,B
8920,"POLI SCI/CHICLA/HISTORY/LACIS 355",79,24,13,20,10,3,1,1,B
8921,"POLI SCI 356",501,144,169,93,48,31,8,0,B
8922,"POLI SCI 359",1130,535,285,162,62,23,7,14,A
8923,"POLI SCI 360",71,8,24,18,9,8,0,2,B
8924,"POLI SCI 361",76,31,33,4,1,1,0,2,A
8925,"POLI SCI 363",236,144,63,12,7,1,2,0,A
8926,"POLI SCI 364",236,144,63,12,7,1,2,0,A
8927,"POLI SCI/ILS/ITALIAN/LITTRANS 365",664,378,144,86,16,8,9,11,A
8928,"POLI SCI 370",145,46,40,31,8,7,1,4,B
8929,"POLI SCI/JOURN/URB R PL 373",340,197,89,26,11,5,1,2,A
8930,"POLI SCI 377",883,228,272,162,103,69,19,12,B
8931,"POLI SCI 390",3914,2870,675,243,37,38,5,12,A
8932,"POLI SCI 400",1610,1220,233,65,32,16,6,9,A
8933,"POLI SCI 401",2388,983,624,437,148,95,31,24,B
8934,"POLI SCI 402",116,21,47,32,9,4,1,0,B
8935,"POLI SCI 405",116,21,47,32,9,4,1,0,B
8936,"POLI SCI 408",1624,391,405,454,162,67,10,16,B
8937,"POLI SCI 410",188,31,68,70,12,3,0,0,B
8938,"POLI SCI 411",1763,512,486,387,159,105,27,17,B
8939,"POLI SCI 412",1465,468,413,349,112,68,12,6,B
8940,"POLI SCI 414",372,199,90,38,16,19,3,1,A
8941,"POLI SCI 416",32,15,7,6,0,2,1,0,B
8942,"POLI SCI 417",499,154,146,117,46,17,5,4,B
8943,"POLI SCI/PUB AFFR 419",88,29,22,18,7,9,3,0,B
8944,"POLI SCI 421",121,79,32,6,2,0,1,0,A
8945,"POLI SCI/INTL ST 423",451,365,61,23,0,0,0,0,A
8946,"POLI SCI/GEN&WS 429",77,52,15,7,1,2,0,0,A
8947,"POLI SCI/INTL ST 431",199,132,35,9,3,6,1,0,A
8948,"POLI SCI 432",150,62,38,32,11,5,0,1,B
8949,"POLI SCI/INTL ST 434",103,30,34,15,12,5,1,3,B
8950,"POLI SCI/GEN&WS 435",79,37,29,5,2,2,0,0,A
8951,"POLI SCI/INTL ST 436",170,72,58,15,7,6,0,1,A
8952,"POLI SCI 437",17,7,5,3,2,0,0,0,A
8953,"POLI SCI 438",17,7,5,3,2,0,0,0,A
8954,"POLI SCI/INTL ST 439",170,72,58,15,7,6,0,1,A
8955,"POLI SCI 455",34,12,6,4,3,5,2,1,B
8956,"POLI SCI 460",257,126,56,33,12,9,1,7,B
8957,"POLI SCI 461",159,62,48,23,10,6,1,2,B
8958,"POLI SCI 463",233,130,59,17,4,7,4,1,A
8959,"POLI SCI/GEN&WS 469",251,104,100,22,9,5,2,1,A
8960,"POLI SCI 470",1838,410,511,483,216,125,22,14,B
8961,"POLI SCI 481",84,54,25,3,0,0,0,0,A
8962,"POLI SCI 490",188,31,68,70,12,3,0,0,B
8963,"POLI SCI 511",232,92,81,41,7,1,0,3,A
8964,"POLI SCI 515",120,87,18,6,5,1,0,0,A
8965,"POLI SCI/AFROAMER 519",131,41,54,16,8,2,0,3,B
8966,"POLI SCI 529",72,33,2,3,0,2,0,0,A
8967,"POLI SCI 534",13,4,4,3,1,0,0,0,B
8968,"POLI SCI 537",39,21,16,2,0,0,0,0,A
8969,"POLI SCI 538",39,21,16,2,0,0,0,0,A
8970,"POLI SCI 590",39,21,16,2,0,0,0,0,A
8971,"POLI SCI 601",553,324,147,36,19,6,2,3,A
8972,"POLI SCI 602",70,13,27,13,11,5,1,0,B
8973,"POLI SCI 635",20,7,5,3,5,0,0,0,B
8974,"POLI SCI 652",47,23,7,9,3,3,0,1,B
8975,"POLI SCI 659",52,30,13,6,2,0,0,0,A
8976,"POLI SCI 681",0,0,0,0,0,0,0,0,N/A
8977,"POLI SCI 682",0,0,0,0,0,0,0,0,N/A
8978,"POLI SCI 683",145,28,7,1,0,0,0,0,A
8979,"POLI SCI 684",110,81,17,4,0,0,0,0,A
8980,"POLI SCI 690",285,75,78,72,25,19,7,3,B
8981,"POLI SCI 691",0,0,0,0,0,0,0,0,N/A
8982,"POLI SCI 692",0,0,0,0,0,0,0,0,N/A
8983,"POLI SCI 698",16,0,0,0,0,0,0,0,N/A
8984,"POLI SCI 699",196,148,25,10,5,2,0,3,A
8985,"POLI SCI 700",0,0,0,0,0,0,0,0,N/A
8986,"POLI SCI 701",0,0,0,0,0,0,0,0,N/A
8987,"POLI SCI 702",6,2,1,0,1,0,0,0,A
8988,"POLI SCI 703",0,0,0,0,0,0,0,0,N/A
8989,"POLI SCI 704",6,3,1,0,2,0,0,0,B
8990,"POLI SCI/HISTORY/PUB AFFR 724",7,7,0,0,0,0,0,0,A
8991,"POLI SCI 799",0,0,0,0,0,0,0,0,N/A
8992,"POLI SCI 800",241,179,10,0,0,0,0,1,A
8993,"POLI SCI 801",82,40,1,0,0,0,0,0,A
8994,"POLI SCI/FRENCH/GERMAN/HISTORY/SOC 804",52,40,7,0,0,0,0,0,A
8995,"POLI SCI 811",2,0,0,0,0,0,0,0,N/A
8996,"POLI SCI 812",165,96,52,11,0,0,0,0,A
8997,"POLI SCI 813",128,63,49,10,0,0,0,0,A
8998,"POLI SCI 814",46,26,12,0,0,0,0,0,A
8999,"POLI SCI 817",237,125,87,18,1,0,0,0,A
9000,"POLI SCI 818",160,118,22,8,0,0,0,0,A
9001,"POLI SCI 820",241,179,10,0,0,0,0,1,A
9002,"POLI SCI 821",64,31,22,9,0,0,0,0,A
9003,"POLI SCI 825",7,5,1,1,0,0,0,0,A
9004,"POLI SCI 826",55,34,17,0,0,0,0,0,A
9005,"POLI SCI 828",33,28,3,0,1,0,0,0,A
9006,"POLI SCI/JOURN 829",83,64,14,3,0,0,0,1,A
9007,"POLI SCI/CLASSICS 834",7,6,0,0,0,0,0,0,A
9008,"POLI SCI/A A E 835",172,70,72,28,2,0,0,0,A
9009,"POLI SCI 836",64,31,24,5,0,0,0,0,A
9010,"POLI SCI 837",13,8,3,0,0,0,0,0,A
9011,"POLI SCI 839",36,24,4,2,0,0,0,1,A
9012,"POLI SCI 840",20,16,2,1,0,0,0,0,A
9013,"POLI SCI 843",10,7,1,0,0,0,0,0,A
9014,"POLI SCI 844",43,4,14,18,3,4,0,0,B
9015,"POLI SCI 846",7,4,2,0,0,0,0,0,A
9016,"POLI SCI 850",0,0,0,0,0,0,0,0,N/A
9017,"POLI SCI 851",7,0,6,1,0,0,0,0,B
9018,"POLI SCI 853",35,23,9,0,0,0,0,0,A
9019,"POLI SCI 854",64,22,28,11,0,0,0,0,A
9020,"POLI SCI 855",15,8,7,0,0,0,0,0,A
9021,"POLI SCI 856",156,84,63,4,2,1,0,0,A
9022,"POLI SCI 857",106,52,36,12,0,1,1,0,A
9023,"POLI SCI 862",38,34,4,0,0,0,0,0,A
9024,"POLI SCI 864",53,19,23,7,0,0,0,0,A
9025,"POLI SCI 865",16,7,1,0,0,0,0,0,A
9026,"POLI SCI/ENVIR ST/PUB AFFR 866",165,61,100,1,1,0,0,0,A
9027,"POLI SCI/PUB AFFR 871",359,232,106,12,0,1,0,0,A
9028,"POLI SCI 873",48,30,15,2,1,0,0,0,A
9029,"POLI SCI/PUB AFFR/URB R PL 874",657,327,227,75,17,5,0,0,A
9030,"POLI SCI/PUB AFFR 875",62,50,9,1,0,0,0,0,A
9031,"POLI SCI/PUB AFFR/URB R PL 878",605,322,241,27,5,0,0,0,A
9032,"POLI SCI/PUB AFFR 885",120,84,30,4,0,0,1,0,A
9033,"POLI SCI/PUB AFFR/URB R PL 890",53,37,11,5,0,0,0,0,A
9034,"POLI SCI 900",170,133,21,1,0,0,0,0,A
9035,"POLI SCI 904",226,146,48,14,2,0,0,1,A
9036,"POLI SCI 917",60,38,9,0,0,0,0,0,A
9037,"POLI SCI 919",216,132,42,7,1,0,0,0,A
9038,"POLI SCI 930",42,33,7,0,0,0,0,0,A
9039,"POLI SCI 931",145,90,25,2,0,0,0,0,A
9040,"POLI SCI 932",20,9,10,0,0,0,0,0,A
9041,"POLI SCI/GEN&WS 933",96,55,32,1,1,1,0,0,A
9042,"POLI SCI 935",28,9,11,2,2,0,0,0,A
9043,"POLI SCI 936",0,0,0,0,0,0,0,0,N/A
9044,"POLI SCI 937",145,90,25,2,0,0,0,0,A
9045,"POLI SCI 940",32,23,6,1,0,0,0,0,A
9046,"POLI SCI 945",55,32,15,1,0,1,0,1,A
9047,"POLI SCI 948",314,192,67,21,1,1,0,1,A
9048,"POLI SCI 949",14,7,6,0,0,0,0,0,A
9049,"POLI SCI 950",0,0,0,0,0,0,0,0,N/A
9050,"POLI SCI 959",64,35,15,11,1,0,0,0,A
9051,"POLI SCI 960",86,53,13,8,2,1,0,0,A
9052,"POLI SCI 962",16,11,3,1,0,0,0,0,A
9053,"POLI SCI/URB R PL 969",207,153,43,9,0,0,0,0,A
9054,"POLI SCI/A A E/ANTHRO/C&E SOC/GEOG/HISTORY/LACIS/PORTUG/SOC/SPANISH 982",151,106,35,5,0,0,0,0,A
9055,"POLI SCI/AFRICAN/ANTHRO/ECON/GEOG/HISTORY 983",15,6,6,1,0,0,0,0,A
9056,"POLI SCI 986",106,0,0,0,0,0,0,0,N/A
9057,"POLI SCI 987",203,54,0,0,0,0,0,0,A
9058,"POLI SCI 988",277,116,8,4,0,0,0,0,A
9059,"POLI SCI 989",230,87,0,0,0,0,0,0,A
9060,"POLI SCI 990",151,0,0,0,0,0,0,0,N/A
9061,"POLI SCI 999",6,0,0,0,0,0,0,0,N/A
9062,"POP HLTH/C&E SOC 370",3641,1279,1392,676,178,60,5,8,B
9063,"POP HLTH/B M I 451",175,144,14,7,0,1,0,0,A
9064,"POP HLTH/ENVIR ST 471",2195,953,698,452,37,13,1,2,A
9065,"POP HLTH/ENVIR ST 502",2073,982,569,454,37,13,2,0,A
9066,"POP HLTH/NURSING 525",7,6,1,0,0,0,0,0,A
9067,"POP HLTH/ECON/PUB AFFR 548",844,202,259,255,74,34,3,1,B
9068,"POP HLTH/B M I 551",298,139,97,49,4,0,1,0,A
9069,"POP HLTH/B M I 552",202,85,64,43,2,0,0,0,A
9070,"POP HLTH/HIST SCI/MED HIST 553",791,290,271,146,44,12,0,2,A
9071,"POP HLTH/NUTR SCI 621",119,79,25,13,1,0,0,0,A
9072,"POP HLTH/M&ENVTOX/ONCOLOGY/PHM SCI/PHMCOL-M 625",530,267,93,150,13,3,0,1,A
9073,"POP HLTH/M&ENVTOX/PATH/PHM SCI/PHMCOL-M 626",348,239,69,32,4,1,0,0,A
9074,"POP HLTH/GENETICS/MD GENET 636",18,9,4,1,2,2,0,0,B
9075,"POP HLTH 640",455,416,8,8,0,0,0,0,A
9076,"POP HLTH 644",277,266,7,2,0,0,0,0,A
9077,"POP HLTH 650",1818,1326,331,101,15,3,3,3,A
9078,"POP HLTH/B M I 651",100,47,29,19,0,0,0,0,A
9079,"POP HLTH/B M I 652",13,6,7,0,0,0,0,0,A
9080,"POP HLTH 699",98,95,0,2,0,0,0,0,A
9081,"POP HLTH/I SY E 703",128,92,32,3,1,0,0,0,A
9082,"POP HLTH 709",140,130,8,1,0,0,0,0,A
9083,"POP HLTH 712",9,0,0,0,0,0,0,0,N/A
9084,"POP HLTH 713",1300,200,62,30,6,2,0,0,A
9085,"POP HLTH 718",444,417,19,4,0,0,0,0,A
9086,"POP HLTH 721",285,0,0,0,0,0,0,0,N/A
9087,"POP HLTH 728",231,0,0,0,0,0,0,0,N/A
9088,"POP HLTH 729",29,0,0,0,0,0,0,0,N/A
9089,"POP HLTH/ENVIR ST 739",49,33,11,5,0,0,0,0,A
9090,"POP HLTH 750",44,39,2,1,0,0,0,0,A
9091,"POP HLTH 784",48,17,26,2,0,0,0,0,A
9092,"POP HLTH/M&ENVTOX 789",153,130,16,3,0,0,0,0,A
9093,"POP HLTH/KINES 791",100,52,36,8,2,0,0,0,A
9094,"POP HLTH 794",185,180,2,1,0,0,0,0,A
9095,"POP HLTH 795",543,377,100,46,13,0,0,0,A
9096,"POP HLTH 796",175,84,68,16,5,0,0,0,A
9097,"POP HLTH/SOC 797",1221,672,375,150,5,2,0,1,A
9098,"POP HLTH 798",354,144,108,60,21,8,5,0,B
9099,"POP HLTH 801",181,135,36,9,0,0,0,0,A
9100,"POP HLTH 805",98,82,12,4,0,0,0,0,A
9101,"POP HLTH 806",54,46,7,1,0,0,0,0,A
9102,"POP HLTH 810",64,53,6,2,1,0,0,0,A
9103,"POP HLTH 819",31,30,1,0,0,0,0,0,A
9104,"POP HLTH 820",324,301,1,0,0,0,0,0,A
9105,"POP HLTH 845",0,0,0,0,0,0,0,0,N/A
9106,"POP HLTH 847",13,11,2,0,0,0,0,0,A
9107,"POP HLTH/ECON 848",90,66,21,0,0,0,0,0,A
9108,"POP HLTH/AN SCI/GENETICS 849",34,28,2,2,0,0,0,0,A
9109,"POP HLTH/I SY E 875",103,91,12,0,0,0,0,0,A
9110,"POP HLTH 876",53,50,2,0,0,0,0,0,A
9111,"POP HLTH/A A E/ENVIR ST/PUB AFFR 881",587,370,140,52,9,4,0,0,A
9112,"POP HLTH 904",551,429,79,25,0,5,0,0,A
9113,"POP HLTH 915",215,115,40,26,1,0,0,0,A
9114,"POP HLTH 917",5,0,0,0,0,0,0,0,N/A
9115,"POP HLTH 918",5,0,0,0,0,0,0,0,N/A
9116,"POP HLTH/KINES 955",20,17,1,1,0,0,0,0,A
9117,"POP HLTH 990",47,0,0,0,0,0,0,0,N/A
9118,"PORTUG 101",943,344,121,179,84,137,43,20,B
9119,"PORTUG 102",607,208,83,133,57,89,29,5,B
9120,"PORTUG 201",405,175,49,88,28,46,9,7,B
9121,"PORTUG 202",156,61,29,32,12,15,3,0,B
9122,"PORTUG 207",29,14,5,7,1,1,0,0,A
9123,"PORTUG 221",27,13,3,10,0,0,0,0,A
9124,"PORTUG 225",115,62,33,13,2,1,1,0,A
9125,"PORTUG 226",125,65,34,17,0,6,1,0,A
9126,"PORTUG 299",0,0,0,0,0,0,0,0,N/A
9127,"PORTUG 301",441,289,77,50,8,4,0,1,A
9128,"PORTUG 302",607,208,83,133,57,89,29,5,B
9129,"PORTUG 311",179,111,30,20,3,3,1,0,A
9130,"PORTUG 312",158,96,40,14,0,1,0,0,A
9131,"PORTUG 330",49,27,9,11,0,0,0,0,A
9132,"PORTUG 361",117,49,34,24,0,0,1,2,A
9133,"PORTUG 362",64,33,15,7,0,0,0,0,A
9134,"PORTUG 411",33,21,2,5,2,1,0,0,A
9135,"PORTUG 412",26,14,5,4,0,0,1,0,A
9136,"PORTUG/FRENCH/ITALIAN/SPANISH 429",943,568,174,132,25,16,3,0,A
9137,"PORTUG/GEN&WS 450",115,74,12,11,4,4,0,2,A
9138,"PORTUG/AFRICAN 451",39,22,4,6,1,1,0,0,A
9139,"PORTUG/GEN&WS 460",36,21,4,4,2,1,0,0,A
9140,"PORTUG 467",37,15,9,6,1,1,0,0,A
9141,"PORTUG 468",55,25,11,9,2,0,1,0,A
9142,"PORTUG 573",54,48,2,2,0,0,0,0,A
9143,"PORTUG 640",65,37,17,2,0,0,0,2,A
9144,"PORTUG 642",25,15,7,1,0,0,0,0,A
9145,"PORTUG 681",1,0,0,0,0,0,0,0,N/A
9146,"PORTUG 682",0,0,0,0,0,0,0,0,N/A
9147,"PORTUG 699",0,0,0,0,0,0,0,0,N/A
9148,"PORTUG 751",53,27,19,3,2,0,0,0,A
9149,"PORTUG 772",81,49,21,2,0,0,0,0,A
9150,"PORTUG 899",0,0,0,0,0,0,0,0,N/A
9151,"PORTUG/A A E/ANTHRO/C&E SOC/GEOG/HISTORY/LACIS/POLI SCI/SOC/SPANISH 982",151,106,35,5,0,0,0,0,A
9152,"PORTUG 990",0,0,0,0,0,0,0,0,N/A
9153,"PSYCHIAT 699",170,166,2,0,1,0,0,0,A
9154,"PSYCHIAT 712",260,34,0,1,0,0,0,0,A
9155,"PSYCHIAT 713",260,41,0,0,0,0,0,0,A
9156,"PSYCHIAT 714",39,0,0,0,0,0,0,0,N/A
9157,"PSYCHIAT 715",160,19,0,0,0,0,0,0,A
9158,"PSYCHIAT 716",160,22,0,0,0,0,0,0,A
9159,"PSYCHIAT 717",6,0,0,0,0,0,0,0,N/A
9160,"PSYCHIAT 901",0,0,0,0,0,0,0,0,N/A
9161,"PSYCHIAT 902",7,0,0,0,0,0,0,0,N/A
9162,"PSYCHIAT 910",1,0,0,0,0,0,0,0,N/A
9163,"PSYCHIAT 919",6,0,0,0,0,0,0,0,N/A
9164,"PSYCHIAT 921",2,0,0,0,0,0,0,0,N/A
9165,"PSYCHIAT 922",7,0,0,0,0,0,0,0,N/A
9166,"PSYCHIAT 925",6,0,0,0,0,0,0,0,N/A
9167,"PSYCHIAT 930",6,0,0,0,0,0,0,0,N/A
9168,"PSYCHIAT 931",0,0,0,0,0,0,0,0,N/A
9169,"PSYCHIAT 932",3,0,0,0,0,0,0,0,N/A
9170,"PSYCHIAT 933",6,0,0,0,0,0,0,0,N/A
9171,"PSYCHIAT 934",4,0,0,0,0,0,0,0,N/A
9172,"PSYCHIAT 946",7,0,0,0,0,0,0,0,N/A
9173,"PSYCHIAT 947",4,0,0,0,0,0,0,0,N/A
9174,"PSYCH/ASIAN/COUN PSY/ED PSYCH 120",955,511,287,93,32,17,6,7,A
9175,"PSYCH/SOC 160",5509,1241,1141,1329,815,697,140,83,B
9176,"PSYCH 202",46538,12916,8422,7226,7310,6592,2702,964,BC
9177,"PSYCH 205",35,29,3,3,0,0,0,0,A
9178,"PSYCH 210",9396,1890,745,2533,985,2376,473,261,BC
9179,"PSYCH 211",331,161,89,62,8,8,1,1,A
9180,"PSYCH 212",102,98,3,0,0,1,0,0,A
9181,"PSYCH 225",6131,1349,1140,1833,733,854,90,67,B
9182,"PSYCH 310",469,428,26,3,4,1,0,1,A
9183,"PSYCH 311",1879,1272,255,205,61,46,7,2,A
9184,"PSYCH/I SY E 349",2552,1584,557,279,74,34,10,4,A
9185,"PSYCH 380",70,69,1,0,0,0,0,0,A
9186,"PSYCH 399",208,195,9,2,1,0,0,0,A
9187,"PSYCH 401",782,303,190,186,53,35,8,2,B
9188,"PSYCH 403",1326,286,332,275,198,158,44,20,B
9189,"PSYCH 405",3698,930,1105,832,382,246,121,33,B
9190,"PSYCH 406",811,219,127,147,115,108,56,32,BC
9191,"PSYCH 412",102,98,3,0,0,1,0,0,A
9192,"PSYCH 413",2031,601,246,645,192,218,80,20,B
9193,"PSYCH 414",3106,719,462,965,425,341,120,52,B
9194,"PSYCH 428",369,120,77,56,39,40,26,11,B
9195,"PSYCH 449",1914,379,302,484,273,402,39,18,BC
9196,"PSYCH 450",4128,994,1065,1322,380,216,53,33,B
9197,"PSYCH/SOC 453",1221,362,267,284,113,99,26,3,B
9198,"PSYCH 454",2921,948,798,530,262,218,71,27,B
9199,"PSYCH 456",2141,879,418,402,186,164,47,23,B
9200,"PSYCH 460",3044,978,751,612,314,217,117,34,B
9201,"PSYCH 464",837,438,142,128,56,30,18,3,B
9202,"PSYCH 501",70,69,1,0,0,0,0,0,A
9203,"PSYCH 502",664,260,120,164,49,42,13,1,B
9204,"PSYCH 503",176,52,40,39,22,18,3,2,B
9205,"PSYCH 505",281,89,52,82,24,22,5,5,B
9206,"PSYCH 508",1198,452,241,241,135,94,18,7,B
9207,"PSYCH 510",430,119,125,90,48,34,7,6,B
9208,"PSYCH 513",575,266,126,89,39,33,7,0,B
9209,"PSYCH 520",180,45,33,45,28,17,5,1,B
9210,"PSYCH 521",523,219,86,88,53,53,8,9,B
9211,"PSYCH/GEN&WS 522",798,208,202,224,76,53,11,3,B
9212,"PSYCH/ZOOLOGY 523",4902,1749,1184,1073,306,407,127,29,B
9213,"PSYCH 525",259,196,36,10,5,4,0,4,A
9214,"PSYCH 526",2555,1621,516,237,77,49,16,9,A
9215,"PSYCH 532",1264,824,203,93,47,49,22,10,A
9216,"PSYCH/I SY E 549",367,329,28,6,1,1,0,1,A
9217,"PSYCH 601",2579,1746,447,245,48,21,9,7,A
9218,"PSYCH 602",30,20,8,1,0,0,0,0,A
9219,"PSYCH 603",80,72,4,0,2,0,0,0,A
9220,"PSYCH 606",171,84,42,40,2,3,0,0,A
9221,"PSYCH 607",171,84,42,40,2,3,0,0,A
9222,"PSYCH 610",430,257,85,56,14,5,0,2,A
9223,"PSYCH/NEURODPT/NTP 611",358,129,84,89,19,14,6,3,B
9224,"PSYCH 612",43,19,4,13,2,4,0,0,B
9225,"PSYCH/ANTHRO/NTP/ZOOLOGY 619",464,171,50,182,9,18,10,1,B
9226,"PSYCH 620",413,399,6,5,0,0,0,0,A
9227,"PSYCH 621",4051,3950,38,23,2,4,1,0,A
9228,"PSYCH/I SY E 653",404,231,120,48,3,2,0,0,A
9229,"PSYCH/NEURODPT/ZOOLOGY 674",36,34,2,0,0,0,0,0,A
9230,"PSYCH 681",7,6,0,0,0,0,0,0,A
9231,"PSYCH 682",19,19,0,0,0,0,0,0,A
9232,"PSYCH 686",452,450,0,1,0,0,0,0,A
9233,"PSYCH 691",0,0,0,0,0,0,0,0,N/A
9234,"PSYCH 692",10,10,0,0,0,0,0,0,A
9235,"PSYCH 693",8,8,0,0,0,0,0,0,A
9236,"PSYCH 695",17,16,0,1,0,0,0,0,A
9237,"PSYCH 697",945,928,12,3,0,0,0,1,A
9238,"PSYCH 699",367,354,6,0,0,3,0,1,A
9239,"PSYCH 701",415,391,0,1,0,0,0,0,A
9240,"PSYCH 703",344,310,0,0,0,0,0,0,A
9241,"PSYCH 704",531,526,0,0,0,0,0,0,A
9242,"PSYCH 706",328,327,1,0,0,0,0,0,A
9243,"PSYCH 707",296,295,0,0,0,0,0,0,A
9244,"PSYCH 709",184,184,0,0,0,0,0,0,A
9245,"PSYCH 710",334,189,84,48,3,0,2,0,A
9246,"PSYCH 711",834,697,64,18,2,0,1,1,A
9247,"PSYCH 720",23,3,6,8,2,1,0,0,B
9248,"PSYCH 728",49,35,12,0,0,0,0,0,A
9249,"PSYCH/COUN PSY/RP & SE 729",33,30,2,1,0,0,0,0,A
9250,"PSYCH 733",330,260,35,18,1,0,0,0,A
9251,"PSYCH 740",148,148,0,0,0,0,0,0,A
9252,"PSYCH 741",160,147,5,1,0,0,0,0,A
9253,"PSYCH 750",37,22,7,4,2,0,0,0,A
9254,"PSYCH 752",19,8,3,7,0,0,0,0,A
9255,"PSYCH 755",13,8,0,0,0,0,0,0,A
9256,"PSYCH/COMP SCI/ED PSYCH 770",399,241,122,32,3,0,0,0,A
9257,"PSYCH 776",63,63,0,0,0,0,0,0,A
9258,"PSYCH 790",39,38,1,0,0,0,0,0,A
9259,"PSYCH 791",8,4,2,2,0,0,0,0,A
9260,"PSYCH 799",0,0,0,0,0,0,0,0,N/A
9261,"PSYCH 800",0,0,0,0,0,0,0,0,N/A
9262,"PSYCH 802",0,0,0,0,0,0,0,0,N/A
9263,"PSYCH 803",39,38,1,0,0,0,0,0,A
9264,"PSYCH 805",488,486,1,1,0,0,0,0,A
9265,"PSYCH 806",83,70,1,0,0,0,0,0,A
9266,"PSYCH 807",0,0,0,0,0,0,0,0,N/A
9267,"PSYCH 808",13,13,0,0,0,0,0,0,A
9268,"PSYCH 809",14,14,0,0,0,0,0,0,A
9269,"PSYCH 810",0,0,0,0,0,0,0,0,N/A
9270,"PSYCH 811",17,15,1,0,0,0,0,0,A
9271,"PSYCH/B M I/COMP SCI 841",138,47,32,5,0,1,0,1,A
9272,"PSYCH/I SY E 854",92,75,16,1,0,0,0,0,A
9273,"PSYCH/I SY E 859",191,157,18,6,2,0,0,0,A
9274,"PSYCH/ANTHRO 906",20,18,2,0,0,0,0,0,A
9275,"PSYCH 910",23,21,0,2,0,0,0,0,A
9276,"PSYCH 918",87,71,5,1,1,0,0,0,A
9277,"PSYCH 930",167,148,12,4,1,0,0,0,A
9278,"PSYCH/GEN&WS 932",6,5,1,0,0,0,0,0,A
9279,"PSYCH 954",96,67,6,18,0,4,1,0,A
9280,"PSYCH 990",245,0,0,0,0,0,0,0,N/A
9281,"PSYCH/COUN PSY/ED PSYCH/RP & SE 995",0,0,0,0,0,0,0,0,N/A
9282,"PUB AFFR 200",750,294,228,119,55,30,2,8,B
9283,"PUB AFFR 201",287,138,81,36,17,8,2,1,A
9284,"PUB AFFR 240",290,128,124,22,3,6,0,6,A
9285,"PUB AFFR 242",290,128,124,22,3,6,0,6,A
9286,"PUB AFFR 270",11,8,3,0,0,0,0,0,A
9287,"PUB AFFR 274",94,66,17,5,2,1,0,0,A
9288,"PUB AFFR 278",104,48,25,19,4,1,1,1,A
9289,"PUB AFFR 281",210,173,24,7,4,1,0,0,A
9290,"PUB AFFR 285",56,31,13,7,2,1,0,1,A
9291,"PUB AFFR 299",1,1,0,0,0,0,0,0,A
9292,"PUB AFFR 327",70,70,0,0,0,0,0,0,A
9293,"PUB AFFR 366",12,5,4,2,1,0,0,0,A
9294,"PUB AFFR 380",441,321,76,25,12,3,0,1,A
9295,"PUB AFFR/POLI SCI 419",88,29,22,18,7,9,3,0,B
9296,"PUB AFFR 520",175,88,49,19,2,1,2,4,A
9297,"PUB AFFR 523",9,7,0,0,0,0,0,1,A
9298,"PUB AFFR/ECON/POP HLTH 548",844,202,259,255,74,34,3,1,B
9299,"PUB AFFR/CIV ENGR 694",27,20,3,1,0,0,0,0,A
9300,"PUB AFFR/HISTORY/POLI SCI 724",7,7,0,0,0,0,0,0,A
9301,"PUB AFFR/ECON/URB R PL 734",82,17,31,31,2,0,0,0,B
9302,"PUB AFFR/ED POL/ELPA 765",105,68,24,7,0,2,0,0,A
9303,"PUB AFFR 799",103,2,0,0,0,0,0,0,A
9304,"PUB AFFR 800",18,0,0,0,0,0,0,0,N/A
9305,"PUB AFFR 802",62,0,0,0,0,0,0,0,N/A
9306,"PUB AFFR/ED POL/GEN&WS 805",22,13,7,1,0,0,0,0,A
9307,"PUB AFFR/ENVIR ST/URB R PL 809",485,224,181,61,5,1,0,0,A
